-3.285191580653190613e-02,-2.922070957720279694e-02,1.138059049844741821e-02
-3.565409034490585327e-02,-3.079720586538314819e-02,8.887531235814094543e-03
-3.458858281373977661e-02,-3.178016096353530884e-02,7.183124311268329620e-03
-3.366815671324729919e-02,-3.291353210806846619e-02,6.679877638816833496e-03
-3.119307570159435272e-02,-3.086431324481964111e-02,9.655859321355819702e-03
-3.397630155086517334e-02,-3.006024286150932312e-02,1.403701677918434143e-02
-3.584633767604827881e-02,-3.275728225708007812e-02,1.014192309230566025e-02
-3.338674455881118774e-02,-3.515285626053810120e-02,8.675827644765377045e-03
-3.108575008809566498e-02,-3.167647868394851685e-02,9.522072039544582367e-03
-3.390175849199295044e-02,-2.949495613574981689e-02,1.474532671272754669e-02
-3.647197037935256958e-02,-3.139062225818634033e-02,9.282853454351425171e-03
-3.335709124803543091e-02,-3.258416429162025452e-02,5.709468387067317963e-03
-3.103141300380229950e-02,-3.071963787078857422e-02,1.133066974580287933e-02
-3.430116549134254456e-02,-3.216215968132019043e-02,1.194728072732686996e-02
-3.546417132019996643e-02,-3.129978105425834656e-02,1.073571294546127319e-02
-3.447041288018226624e-02,-3.187059983611106873e-02,8.803428150713443756e-03
-3.314283490180969238e-02,-3.212887793779373169e-02,6.701530888676643372e-03
-3.155568242073059082e-02,-2.985052019357681274e-02,1.103421859443187714e-02
-3.396409377455711365e-02,-3.111714869737625122e-02,1.663942262530326843e-02
-3.524259105324745178e-02,-2.964824996888637543e-02,1.032742578536272049e-02
-3.581408411264419556e-02,-3.140627965331077576e-02,7.874977774918079376e-03
-3.359864652156829834e-02,-3.294314444065093994e-02,7.959901355206966400e-03
-3.316015005111694336e-02,-3.119614347815513611e-02,7.591759786009788513e-03
-3.285191580653190613e-02,-2.922070957720279694e-02,1.138059049844741821e-02
-3.565409034490585327e-02,-3.079720586538314819e-02,8.887531235814094543e-03
-3.458858281373977661e-02,-3.178016096353530884e-02,7.183124311268329620e-03
-3.366815671324729919e-02,-3.291353210806846619e-02,6.679877638816833496e-03
-3.119307570159435272e-02,-3.086431324481964111e-02,9.655859321355819702e-03
-3.397630155086517334e-02,-3.006024286150932312e-02,1.403701677918434143e-02
-3.584633767604827881e-02,-3.275728225708007812e-02,1.014192309230566025e-02
-3.338674455881118774e-02,-3.515285626053810120e-02,8.675827644765377045e-03
-3.108575008809566498e-02,-3.167647868394851685e-02,9.522072039544582367e-03
-3.390175849199295044e-02,-2.949495613574981689e-02,1.474532671272754669e-02
-3.647197037935256958e-02,-3.139062225818634033e-02,9.282853454351425171e-03
-3.335709124803543091e-02,-3.258416429162025452e-02,5.709468387067317963e-03
-3.103141300380229950e-02,-3.071963787078857422e-02,1.133066974580287933e-02
-3.430116549134254456e-02,-3.216215968132019043e-02,1.194728072732686996e-02
-3.546417132019996643e-02,-3.129978105425834656e-02,1.073571294546127319e-02
-3.447041288018226624e-02,-3.187059983611106873e-02,8.803428150713443756e-03
-3.314283490180969238e-02,-3.212887793779373169e-02,6.701530888676643372e-03
-3.155568242073059082e-02,-2.985052019357681274e-02,1.103421859443187714e-02
-3.396409377455711365e-02,-3.111714869737625122e-02,1.663942262530326843e-02
-3.524259105324745178e-02,-2.964824996888637543e-02,1.032742578536272049e-02
-3.581408411264419556e-02,-3.140627965331077576e-02,7.874977774918079376e-03
-3.359864652156829834e-02,-3.294314444065093994e-02,7.959901355206966400e-03
-3.316015005111694336e-02,-3.119614347815513611e-02,7.591759786009788513e-03
-3.285191580653190613e-02,-2.922070957720279694e-02,1.138059049844741821e-02
-3.565409034490585327e-02,-3.079720586538314819e-02,8.887531235814094543e-03
-3.458858281373977661e-02,-3.178016096353530884e-02,7.183124311268329620e-03
-3.366815671324729919e-02,-3.291353210806846619e-02,6.679877638816833496e-03
-3.119307570159435272e-02,-3.086431324481964111e-02,9.655859321355819702e-03
-3.397630155086517334e-02,-3.006024286150932312e-02,1.403701677918434143e-02
-3.584633767604827881e-02,-3.275728225708007812e-02,1.014192309230566025e-02
-3.338674455881118774e-02,-3.515285626053810120e-02,8.675827644765377045e-03
-3.108575008809566498e-02,-3.167647868394851685e-02,9.522072039544582367e-03
-3.390175849199295044e-02,-2.949495613574981689e-02,1.474532671272754669e-02
-3.647197037935256958e-02,-3.139062225818634033e-02,9.282853454351425171e-03
-3.335709124803543091e-02,-3.258416429162025452e-02,5.709468387067317963e-03
-3.103141300380229950e-02,-3.071963787078857422e-02,1.133066974580287933e-02
-3.430116549134254456e-02,-3.216215968132019043e-02,1.194728072732686996e-02
-3.546417132019996643e-02,-3.129978105425834656e-02,1.073571294546127319e-02
-3.447041288018226624e-02,-3.187059983611106873e-02,8.803428150713443756e-03
-3.314283490180969238e-02,-3.212887793779373169e-02,6.701530888676643372e-03
-3.155568242073059082e-02,-2.985052019357681274e-02,1.103421859443187714e-02
-3.396409377455711365e-02,-3.111714869737625122e-02,1.663942262530326843e-02
-3.524259105324745178e-02,-2.964824996888637543e-02,1.032742578536272049e-02
-3.581408411264419556e-02,-3.140627965331077576e-02,7.874977774918079376e-03
-3.359864652156829834e-02,-3.294314444065093994e-02,7.959901355206966400e-03
-3.316015005111694336e-02,-3.119614347815513611e-02,7.591759786009788513e-03
-3.285191580653190613e-02,-2.922070957720279694e-02,1.138059049844741821e-02
-3.565409034490585327e-02,-3.079720586538314819e-02,8.887531235814094543e-03
-3.458858281373977661e-02,-3.178016096353530884e-02,7.183124311268329620e-03
-3.366815671324729919e-02,-3.291353210806846619e-02,6.679877638816833496e-03
-3.119307570159435272e-02,-3.086431324481964111e-02,9.655859321355819702e-03
-3.397630155086517334e-02,-3.006024286150932312e-02,1.403701677918434143e-02
-3.584633767604827881e-02,-3.275728225708007812e-02,1.014192309230566025e-02
-3.338674455881118774e-02,-3.515285626053810120e-02,8.675827644765377045e-03
-3.108575008809566498e-02,-3.167647868394851685e-02,9.522072039544582367e-03
-3.390175849199295044e-02,-2.949495613574981689e-02,1.474532671272754669e-02
-3.647197037935256958e-02,-3.139062225818634033e-02,9.282853454351425171e-03
-3.335709124803543091e-02,-3.258416429162025452e-02,5.709468387067317963e-03
-3.103141300380229950e-02,-3.071963787078857422e-02,1.133066974580287933e-02
-3.430116549134254456e-02,-3.216215968132019043e-02,1.194728072732686996e-02
-3.546417132019996643e-02,-3.129978105425834656e-02,1.073571294546127319e-02
-3.447041288018226624e-02,-3.187059983611106873e-02,8.803428150713443756e-03
-3.314283490180969238e-02,-3.212887793779373169e-02,6.701530888676643372e-03
-3.155568242073059082e-02,-2.985052019357681274e-02,1.103421859443187714e-02
-3.396409377455711365e-02,-3.111714869737625122e-02,1.663942262530326843e-02
-3.524259105324745178e-02,-2.964824996888637543e-02,1.032742578536272049e-02
-3.581408411264419556e-02,-3.140627965331077576e-02,7.874977774918079376e-03
-3.359864652156829834e-02,-3.294314444065093994e-02,7.959901355206966400e-03
-3.316015005111694336e-02,-3.119614347815513611e-02,7.591759786009788513e-03
-3.285191580653190613e-02,-2.922070957720279694e-02,1.138059049844741821e-02
-3.565409034490585327e-02,-3.079720586538314819e-02,8.887531235814094543e-03
-3.458858281373977661e-02,-3.178016096353530884e-02,7.183124311268329620e-03
-3.366815671324729919e-02,-3.291353210806846619e-02,6.679877638816833496e-03
-3.119307570159435272e-02,-3.086431324481964111e-02,9.655859321355819702e-03
-3.397630155086517334e-02,-3.006024286150932312e-02,1.403701677918434143e-02
-3.584633767604827881e-02,-3.275728225708007812e-02,1.014192309230566025e-02
-3.338674455881118774e-02,-3.515285626053810120e-02,8.675827644765377045e-03
-3.108575008809566498e-02,-3.167647868394851685e-02,9.522072039544582367e-03
-3.390175849199295044e-02,-2.949495613574981689e-02,1.474532671272754669e-02
-3.647197037935256958e-02,-3.139062225818634033e-02,9.282853454351425171e-03
-3.335709124803543091e-02,-3.258416429162025452e-02,5.709468387067317963e-03
-3.103141300380229950e-02,-3.071963787078857422e-02,1.133066974580287933e-02
-3.430116549134254456e-02,-3.216215968132019043e-02,1.194728072732686996e-02
-3.546417132019996643e-02,-3.129978105425834656e-02,1.073571294546127319e-02
-3.447041288018226624e-02,-3.187059983611106873e-02,8.803428150713443756e-03
-3.314283490180969238e-02,-3.212887793779373169e-02,6.701530888676643372e-03
-3.155568242073059082e-02,-2.985052019357681274e-02,1.103421859443187714e-02
-3.396409377455711365e-02,-3.111714869737625122e-02,1.663942262530326843e-02
-3.524259105324745178e-02,-2.964824996888637543e-02,1.032742578536272049e-02
-3.581408411264419556e-02,-3.140627965331077576e-02,7.874977774918079376e-03
-3.359864652156829834e-02,-3.294314444065093994e-02,7.959901355206966400e-03
-3.316015005111694336e-02,-3.119614347815513611e-02,7.591759786009788513e-03
-3.285191580653190613e-02,-2.922070957720279694e-02,1.138059049844741821e-02
-3.565409034490585327e-02,-3.079720586538314819e-02,8.887531235814094543e-03
-3.458858281373977661e-02,-3.178016096353530884e-02,7.183124311268329620e-03
-3.366815671324729919e-02,-3.291353210806846619e-02,6.679877638816833496e-03
-3.119307570159435272e-02,-3.086431324481964111e-02,9.655859321355819702e-03
-3.397630155086517334e-02,-3.006024286150932312e-02,1.403701677918434143e-02
-3.584633767604827881e-02,-3.275728225708007812e-02,1.014192309230566025e-02
-3.338674455881118774e-02,-3.515285626053810120e-02,8.675827644765377045e-03
-3.108575008809566498e-02,-3.167647868394851685e-02,9.522072039544582367e-03
-3.390175849199295044e-02,-2.949495613574981689e-02,1.474532671272754669e-02
-3.647197037935256958e-02,-3.139062225818634033e-02,9.282853454351425171e-03
-3.335709124803543091e-02,-3.258416429162025452e-02,5.709468387067317963e-03
-3.103141300380229950e-02,-3.071963787078857422e-02,1.133066974580287933e-02
-3.430116549134254456e-02,-3.216215968132019043e-02,1.194728072732686996e-02
-3.546417132019996643e-02,-3.129978105425834656e-02,1.073571294546127319e-02
-3.447041288018226624e-02,-3.187059983611106873e-02,8.803428150713443756e-03
-3.314283490180969238e-02,-3.212887793779373169e-02,6.701530888676643372e-03
-3.155568242073059082e-02,-2.985052019357681274e-02,1.103421859443187714e-02
-3.396409377455711365e-02,-3.111714869737625122e-02,1.663942262530326843e-02
-3.524259105324745178e-02,-2.964824996888637543e-02,1.032742578536272049e-02
-3.581408411264419556e-02,-3.140627965331077576e-02,7.874977774918079376e-03
-3.359864652156829834e-02,-3.294314444065093994e-02,7.959901355206966400e-03
-3.316015005111694336e-02,-3.119614347815513611e-02,7.591759786009788513e-03
-3.285191580653190613e-02,-2.922070957720279694e-02,1.138059049844741821e-02
-3.565409034490585327e-02,-3.079720586538314819e-02,8.887531235814094543e-03
-3.458858281373977661e-02,-3.178016096353530884e-02,7.183124311268329620e-03
-3.366815671324729919e-02,-3.291353210806846619e-02,6.679877638816833496e-03
-3.119307570159435272e-02,-3.086431324481964111e-02,9.655859321355819702e-03
-3.397630155086517334e-02,-3.006024286150932312e-02,1.403701677918434143e-02
-3.584633767604827881e-02,-3.275728225708007812e-02,1.014192309230566025e-02
-3.338674455881118774e-02,-3.515285626053810120e-02,8.675827644765377045e-03
-3.108575008809566498e-02,-3.167647868394851685e-02,9.522072039544582367e-03
-3.390175849199295044e-02,-2.949495613574981689e-02,1.474532671272754669e-02
-3.647197037935256958e-02,-3.139062225818634033e-02,9.282853454351425171e-03
-3.335709124803543091e-02,-3.258416429162025452e-02,5.709468387067317963e-03
-3.103141300380229950e-02,-3.071963787078857422e-02,1.133066974580287933e-02
-3.430116549134254456e-02,-3.216215968132019043e-02,1.194728072732686996e-02
-3.546417132019996643e-02,-3.129978105425834656e-02,1.073571294546127319e-02
-3.447041288018226624e-02,-3.187059983611106873e-02,8.803428150713443756e-03
-3.314283490180969238e-02,-3.212887793779373169e-02,6.701530888676643372e-03
-3.155568242073059082e-02,-2.985052019357681274e-02,1.103421859443187714e-02
-3.396409377455711365e-02,-3.111714869737625122e-02,1.663942262530326843e-02
-3.524259105324745178e-02,-2.964824996888637543e-02,1.032742578536272049e-02
-3.581408411264419556e-02,-3.140627965331077576e-02,7.874977774918079376e-03
-3.359864652156829834e-02,-3.294314444065093994e-02,7.959901355206966400e-03
-3.316015005111694336e-02,-3.119614347815513611e-02,7.591759786009788513e-03
-3.285191580653190613e-02,-2.922070957720279694e-02,1.138059049844741821e-02
-3.565409034490585327e-02,-3.079720586538314819e-02,8.887531235814094543e-03
-3.458858281373977661e-02,-3.178016096353530884e-02,7.183124311268329620e-03
-3.366815671324729919e-02,-3.291353210806846619e-02,6.679877638816833496e-03
-3.119307570159435272e-02,-3.086431324481964111e-02,9.655859321355819702e-03
-3.397630155086517334e-02,-3.006024286150932312e-02,1.403701677918434143e-02
-3.584633767604827881e-02,-3.275728225708007812e-02,1.014192309230566025e-02
-3.338674455881118774e-02,-3.515285626053810120e-02,8.675827644765377045e-03
-3.108575008809566498e-02,-3.167647868394851685e-02,9.522072039544582367e-03
-3.390175849199295044e-02,-2.949495613574981689e-02,1.474532671272754669e-02
-3.647197037935256958e-02,-3.139062225818634033e-02,9.282853454351425171e-03
-3.335709124803543091e-02,-3.258416429162025452e-02,5.709468387067317963e-03
-3.103141300380229950e-02,-3.071963787078857422e-02,1.133066974580287933e-02
-3.430116549134254456e-02,-3.216215968132019043e-02,1.194728072732686996e-02
-3.546417132019996643e-02,-3.129978105425834656e-02,1.073571294546127319e-02
-3.447041288018226624e-02,-3.187059983611106873e-02,8.803428150713443756e-03
-3.314283490180969238e-02,-3.212887793779373169e-02,6.701530888676643372e-03
-3.155568242073059082e-02,-2.985052019357681274e-02,1.103421859443187714e-02
-3.396409377455711365e-02,-3.111714869737625122e-02,1.663942262530326843e-02
-3.524259105324745178e-02,-2.964824996888637543e-02,1.032742578536272049e-02
-3.581408411264419556e-02,-3.140627965331077576e-02,7.874977774918079376e-03
-3.359864652156829834e-02,-3.294314444065093994e-02,7.959901355206966400e-03
-3.316015005111694336e-02,-3.119614347815513611e-02,7.591759786009788513e-03
-3.285191580653190613e-02,-2.922070957720279694e-02,1.138059049844741821e-02
-3.565409034490585327e-02,-3.079720586538314819e-02,8.887531235814094543e-03
-3.458858281373977661e-02,-3.178016096353530884e-02,7.183124311268329620e-03
-3.366815671324729919e-02,-3.291353210806846619e-02,6.679877638816833496e-03
-3.119307570159435272e-02,-3.086431324481964111e-02,9.655859321355819702e-03
-3.397630155086517334e-02,-3.006024286150932312e-02,1.403701677918434143e-02
-3.584633767604827881e-02,-3.275728225708007812e-02,1.014192309230566025e-02
-3.338674455881118774e-02,-3.515285626053810120e-02,8.675827644765377045e-03
-3.108575008809566498e-02,-3.167647868394851685e-02,9.522072039544582367e-03
-3.390175849199295044e-02,-2.949495613574981689e-02,1.474532671272754669e-02
-3.647197037935256958e-02,-3.139062225818634033e-02,9.282853454351425171e-03
-3.335709124803543091e-02,-3.258416429162025452e-02,5.709468387067317963e-03
-3.103141300380229950e-02,-3.071963787078857422e-02,1.133066974580287933e-02
-3.430116549134254456e-02,-3.216215968132019043e-02,1.194728072732686996e-02
-3.546417132019996643e-02,-3.129978105425834656e-02,1.073571294546127319e-02
-3.447041288018226624e-02,-3.187059983611106873e-02,8.803428150713443756e-03
-3.314283490180969238e-02,-3.212887793779373169e-02,6.701530888676643372e-03
-3.155568242073059082e-02,-2.985052019357681274e-02,1.103421859443187714e-02
-3.396409377455711365e-02,-3.111714869737625122e-02,1.663942262530326843e-02
-3.524259105324745178e-02,-2.964824996888637543e-02,1.032742578536272049e-02
-3.581408411264419556e-02,-3.140627965331077576e-02,7.874977774918079376e-03
-3.359864652156829834e-02,-3.294314444065093994e-02,7.959901355206966400e-03
-3.316015005111694336e-02,-3.119614347815513611e-02,7.591759786009788513e-03
-3.285191580653190613e-02,-2.922070957720279694e-02,1.138059049844741821e-02
-3.565409034490585327e-02,-3.079720586538314819e-02,8.887531235814094543e-03
-3.458858281373977661e-02,-3.178016096353530884e-02,7.183124311268329620e-03
-3.366815671324729919e-02,-3.291353210806846619e-02,6.679877638816833496e-03
-3.119307570159435272e-02,-3.086431324481964111e-02,9.655859321355819702e-03
-3.397630155086517334e-02,-3.006024286150932312e-02,1.403701677918434143e-02
-3.584633767604827881e-02,-3.275728225708007812e-02,1.014192309230566025e-02
-3.338674455881118774e-02,-3.515285626053810120e-02,8.675827644765377045e-03
-3.108575008809566498e-02,-3.167647868394851685e-02,9.522072039544582367e-03
-3.390175849199295044e-02,-2.949495613574981689e-02,1.474532671272754669e-02
-3.647197037935256958e-02,-3.139062225818634033e-02,9.282853454351425171e-03
-3.335709124803543091e-02,-3.258416429162025452e-02,5.709468387067317963e-03
-3.103141300380229950e-02,-3.071963787078857422e-02,1.133066974580287933e-02
-3.430116549134254456e-02,-3.216215968132019043e-02,1.194728072732686996e-02
-3.546417132019996643e-02,-3.129978105425834656e-02,1.073571294546127319e-02
-3.447041288018226624e-02,-3.187059983611106873e-02,8.803428150713443756e-03
-3.314283490180969238e-02,-3.212887793779373169e-02,6.701530888676643372e-03
-3.155568242073059082e-02,-2.985052019357681274e-02,1.103421859443187714e-02
-3.396409377455711365e-02,-3.111714869737625122e-02,1.663942262530326843e-02
-3.524259105324745178e-02,-2.964824996888637543e-02,1.032742578536272049e-02
-3.581408411264419556e-02,-3.140627965331077576e-02,7.874977774918079376e-03
-3.359864652156829834e-02,-3.294314444065093994e-02,7.959901355206966400e-03
-3.316015005111694336e-02,-3.119614347815513611e-02,7.591759786009788513e-03
-3.285191580653190613e-02,-2.922070957720279694e-02,1.138059049844741821e-02
-3.565409034490585327e-02,-3.079720586538314819e-02,8.887531235814094543e-03
-3.458858281373977661e-02,-3.178016096353530884e-02,7.183124311268329620e-03
-3.366815671324729919e-02,-3.291353210806846619e-02,6.679877638816833496e-03
-3.119307570159435272e-02,-3.086431324481964111e-02,9.655859321355819702e-03
-3.397630155086517334e-02,-3.006024286150932312e-02,1.403701677918434143e-02
-3.584633767604827881e-02,-3.275728225708007812e-02,1.014192309230566025e-02
-3.338674455881118774e-02,-3.515285626053810120e-02,8.675827644765377045e-03
-3.108575008809566498e-02,-3.167647868394851685e-02,9.522072039544582367e-03
-3.390175849199295044e-02,-2.949495613574981689e-02,1.474532671272754669e-02
-3.647197037935256958e-02,-3.139062225818634033e-02,9.282853454351425171e-03
-3.335709124803543091e-02,-3.258416429162025452e-02,5.709468387067317963e-03
-3.103141300380229950e-02,-3.071963787078857422e-02,1.133066974580287933e-02
-3.430116549134254456e-02,-3.216215968132019043e-02,1.194728072732686996e-02
-3.546417132019996643e-02,-3.129978105425834656e-02,1.073571294546127319e-02
-3.447041288018226624e-02,-3.187059983611106873e-02,8.803428150713443756e-03
-3.314283490180969238e-02,-3.212887793779373169e-02,6.701530888676643372e-03
-3.155568242073059082e-02,-2.985052019357681274e-02,1.103421859443187714e-02
-3.396409377455711365e-02,-3.111714869737625122e-02,1.663942262530326843e-02
-3.524259105324745178e-02,-2.964824996888637543e-02,1.032742578536272049e-02
-3.581408411264419556e-02,-3.140627965331077576e-02,7.874977774918079376e-03
-3.359864652156829834e-02,-3.294314444065093994e-02,7.959901355206966400e-03
-3.316015005111694336e-02,-3.119614347815513611e-02,7.591759786009788513e-03
-3.285191580653190613e-02,-2.922070957720279694e-02,1.138059049844741821e-02
-3.565409034490585327e-02,-3.079720586538314819e-02,8.887531235814094543e-03
-3.458858281373977661e-02,-3.178016096353530884e-02,7.183124311268329620e-03
-3.366815671324729919e-02,-3.291353210806846619e-02,6.679877638816833496e-03
-3.119307570159435272e-02,-3.086431324481964111e-02,9.655859321355819702e-03
-3.397630155086517334e-02,-3.006024286150932312e-02,1.403701677918434143e-02
-3.584633767604827881e-02,-3.275728225708007812e-02,1.014192309230566025e-02
-3.338674455881118774e-02,-3.515285626053810120e-02,8.675827644765377045e-03
-3.108575008809566498e-02,-3.167647868394851685e-02,9.522072039544582367e-03
-3.390175849199295044e-02,-2.949495613574981689e-02,1.474532671272754669e-02
-3.647197037935256958e-02,-3.139062225818634033e-02,9.282853454351425171e-03
